Test Index / 1,Test Time / s,Voltage / V,Current / A,Cycle Count / 1,Step Count / 1,Step Capacity / Ah,Step Energy / Wh,Power / W
1,0.0,3.783,0.0,0,1,0.0,0.0,0.0
2,1.0,3.783,0.0,0,1,0.0,0.0,0.0
3,2.0,3.784,0.0,0,1,0.0,0.0,0.0
4,3.0,3.783,0.0,0,1,0.0,0.0,0.0
5,4.0,3.784,0.0,0,1,0.0,0.0,0.0
6,5.0,3.783,0.0,0,1,0.0,0.0,0.0
7,6.0,3.784,0.0,0,1,0.0,0.0,0.0
8,7.0,3.783,0.0,0,1,0.0,0.0,0.0
9,8.0,3.784,0.0,0,1,0.0,0.0,0.0
10,9.0,3.783,0.0,0,1,0.0,0.0,0.0
11,10.0,3.784,0.0,0,1,0.0,0.0,0.0
12,10.01,3.784,0.0,0,5,0.0,0.0,0.0
13,130.01,3.784,0.0,0,5,0.0,0.0,0.0
14,250.01,3.783,0.0,0,5,0.0,0.0,0.0
15,370.01,3.783,0.0,0,5,0.0,0.0,0.0
16,490.01,3.783,0.0,0,5,0.0,0.0,0.0
17,610.0,3.784,0.0,0,5,0.0,0.0,0.0
18,610.05,3.77,-0.302,0,6,0.0,0.0,1.1396
19,615.05,3.767,-0.3,0,6,0.0004,0.0016,1.1304
20,620.0,3.766,-0.3,0,6,0.0008,0.0031,1.1292
21,620.03,3.649,-3.0,0,7,0.0009,0.0032,10.9493
22,621.0,3.628,-3.0,0,7,0.0017,0.0062,10.8854
23,621.03,3.745,-0.3,0,8,0.0017,0.0062,1.1225
24,626.03,3.764,-0.3,0,8,0.0021,0.0077,1.1291
25,631.0,3.764,-0.3,0,8,0.0025,0.0093,1.1285
26,631.01,3.775,0.0,0,9,0.0025,0.0093,0.0
27,636.01,3.78,0.0,0,9,0.0025,0.0093,0.0
28,641.0,3.78,0.0,0,9,0.0025,0.0093,0.0
29,641.05,3.74,-0.903,0,10,0.0,0.0,3.3762
30,699.26,3.72,-0.9,0,10,0.0146,0.0542,3.3479
31,819.26,3.71,-0.9,0,10,0.0446,0.1657,3.3384
32,939.26,3.703,-0.9,0,10,0.0746,0.2769,3.3325
33,1059.26,3.696,-0.9,0,10,0.1046,0.3878,3.3264
34,1179.26,3.691,-0.9,0,10,0.1346,0.4986,3.3217
35,1299.26,3.685,-0.9,0,10,0.1646,0.6093,3.316
36,1419.26,3.678,-0.9,0,10,0.1945,0.7197,3.3106
37,1539.26,3.672,-0.9,0,10,0.2245,0.83,3.3041
38,1659.26,3.664,-0.9,0,10,0.2545,0.94,3.2977
39,1779.26,3.656,-0.9,0,10,0.2845,1.0498,3.2897
40,1899.26,3.648,-0.9,0,10,0.3145,1.1594,3.2823
41,2019.26,3.64,-0.9,0,10,0.3445,1.2687,3.2755
42,2139.26,3.632,-0.9,0,10,0.3745,1.3777,3.2692
43,2259.26,3.626,-0.9,0,10,0.4045,1.4866,3.2633
44,2379.26,3.621,-0.9,0,10,0.4345,1.5953,3.2588
45,2499.26,3.617,-0.9,0,10,0.4645,1.7039,3.2549
46,2619.26,3.612,-0.9,0,10,0.4945,1.8123,3.2497
47,2739.26,3.605,-0.9,0,10,0.5245,1.9205,3.2442
48,2859.26,3.597,-0.9,0,10,0.5545,2.0285,3.236
49,2979.26,3.584,-0.9,0,10,0.5845,2.1363,3.2248
50,3096.88,3.564,-0.9,0,10,0.6139,2.2414,3.2074
51,3175.45,3.544,-0.9,0,10,0.6336,2.3112,3.1896
52,3236.8,3.524,-0.9,0,10,0.6489,2.3654,3.1713
53,3289.01,3.504,-0.9,0,10,0.662,2.4113,3.1535
54,3335.27,3.484,-0.9,0,10,0.6735,2.4517,3.1352
55,3377.29,3.464,-0.9,0,10,0.684,2.4881,3.1169
56,3415.74,3.444,-0.9,0,10,0.6936,2.5213,3.0986
57,3451.17,3.424,-0.9,0,10,0.7025,2.5518,3.0811
58,3483.93,3.403,-0.9,0,10,0.7107,2.5797,3.063
59,3514.06,3.383,-0.9,0,10,0.7182,2.6053,3.0446
60,3542.12,3.363,-0.9,0,10,0.7252,2.6289,3.0268
61,3567.83,3.343,-0.9,0,10,0.7317,2.6505,3.0086
62,3591.58,3.323,-0.9,0,10,0.7376,2.6703,2.9904
63,3613.64,3.303,-0.9,0,10,0.7431,2.6886,2.9731
64,3634.07,3.283,-0.9,0,10,0.7482,2.7054,2.9546
65,3652.94,3.263,-0.9,0,10,0.7529,2.7208,2.9365
66,3670.38,3.243,-0.9,0,10,0.7573,2.735,2.9184
67,3686.35,3.223,-0.9,0,10,0.7613,2.7479,2.9003
68,3701.12,3.203,-0.9,0,10,0.765,2.7598,2.882
69,3714.64,3.182,-0.9,0,10,0.7684,2.7706,2.8637
70,3727.16,3.162,-0.9,0,10,0.7715,2.7805,2.8461
71,3738.6,3.142,-0.9,0,10,0.7744,2.7895,2.8281
72,3749.14,3.122,-0.9,0,10,0.777,2.7978,2.8097
73,3758.53,3.102,-0.9,0,10,0.7793,2.8051,2.7918
74,3767.05,3.081,-0.9,0,10,0.7815,2.8116,2.7733
75,3774.64,3.061,-0.9,0,10,0.7834,2.8175,2.7553
76,3781.51,3.041,-0.9,0,10,0.7851,2.8227,2.7371
77,3787.78,3.021,-0.9,0,10,0.7866,2.8275,2.7185
78,3793.56,3.0,-0.9,0,10,0.7881,2.8318,2.6998
79,3793.67,3.0,-0.9,0,10,0.7881,2.8319,2.6999
80,3793.68,3.034,0.0,0,11,0.0,0.0,0.0
81,3913.68,3.118,0.0,0,11,0.0,0.0,0.0
82,4033.68,3.13,0.0,0,11,0.0,0.0,0.0
83,4153.68,3.139,0.0,0,11,0.0,0.0,0.0
84,4273.68,3.145,0.0,0,11,0.0,0.0,0.0
85,4393.67,3.15,0.0,0,11,0.0,0.0,0.0
86,4393.72,3.15,0.0,1,14,0.0,0.0,0.0005
87,4394.22,3.229,1.5,1,14,0.0,0.0001,4.8429
88,4395.91,3.249,1.5,1,14,0.0007,0.0024,4.8734
89,4399.11,3.269,1.5,1,14,0.0021,0.0068,4.9035
90,4402.85,3.29,1.5,1,14,0.0036,0.0119,4.9343
91,4407.18,3.31,1.5,1,14,0.0054,0.0178,4.9648
92,4412.11,3.331,1.5,1,14,0.0075,0.0246,4.9961
93,4417.67,3.351,1.5,1,14,0.0098,0.0324,5.0259
94,4423.85,3.371,1.5,1,14,0.0124,0.041,5.0561
95,4430.73,3.391,1.5,1,14,0.0153,0.0507,5.0867
96,4438.34,3.411,1.5,1,14,0.0184,0.0615,5.1166
97,4446.67,3.431,1.5,1,14,0.0219,0.0734,5.147
98,4455.86,3.452,1.5,1,14,0.0257,0.0866,5.1775
99,4465.94,3.472,1.5,1,14,0.0299,0.1011,5.2066
100,4476.91,3.492,1.5,1,14,0.0345,0.117,5.2373
101,4488.98,3.512,1.5,1,14,0.0395,0.1346,5.2677
102,4502.04,3.532,1.5,1,14,0.045,0.1538,5.2975
103,4516.29,3.552,1.5,1,14,0.0509,0.1748,5.3279
104,4531.82,3.572,1.5,1,14,0.0574,0.1979,5.3575
105,4548.65,3.592,1.5,1,14,0.0644,0.223,5.3884
106,4566.86,3.612,1.5,1,14,0.072,0.2503,5.4177
107,4586.64,3.632,1.5,1,14,0.0802,0.2802,5.4481
