Test Time / s,Unix Time / s,Voltage / V,Current / A,Cycle Count / 1,Capacity / %,Power / W,Ambient Temperature / degC
1740.0,1760001740,3.9106,0.4341,4,98.9897,1.6975,28.7756
1800.0,1760001800,3.936,0.4287,4,99.0,1.6874,28.6535
1860.0,1760001860,3.9482,0.4755,4,98.9184,1.8772,29.1723
1920.0,1760001920,3.9462,0.3984,4,98.9077,1.5722,28.9248
1980.0,1760001980,3.9353,0.4907,4,98.8812,1.9309,28.9583
2040.0,1760002040,3.9288,0.5401,4,98.9933,2.1221,28.9252
2100.0,1760002100,3.9253,0.5225,4,99.0,2.0511,29.1209
2160.0,1760002160,3.9281,0.5176,5,98.93,2.0334,28.4868
2220.0,1760002220,3.9361,0.5182,5,98.8694,2.0399,29.0586
2280.0,1760002280,3.9224,0.4935,5,98.8681,1.9357,28.5764
2340.0,1760002340,3.9384,0.5437,5,98.9835,2.1413,28.7118
2400.0,1760002400,3.9519,0.6222,5,98.9882,2.4588,29.0096
2460.0,1760002460,3.9297,0.565,5,98.9695,2.2202,29.108
2520.0,1760002520,3.9161,0.538,5,98.87,2.107,28.6189
2580.0,1760002580,3.9163,0.5693,6,98.939,2.2296,28.782
2640.0,1760002640,3.9372,0.6152,6,98.9269,2.4222,28.9506
2700.0,1760002700,3.9286,0.5976,6,98.9321,2.3477,28.8895
2760.0,1760002760,3.938,0.6514,6,98.9813,2.5653,29.1504
2820.0,1760002820,3.9234,0.664,6,98.9264,2.6053,29.6867
2880.0,1760002880,3.9369,0.6929,6,98.9597,2.7279,29.1162
2940.0,1760002940,3.9265,0.73,6,98.9076,2.8663,28.9248
3000.0,1760003000,3.9206,0.7188,7,98.9221,2.8181,28.8133
3060.0,1760003060,3.9238,0.6323,7,98.9462,2.4809,28.9481
3120.0,1760003120,3.9147,0.6436,7,98.7757,2.5196,28.8438
3180.0,1760003180,3.9467,0.6946,7,98.8633,2.7415,29.1759
3240.0,1760003240,3.9255,0.6853,7,98.8477,2.69,29.175
3300.0,1760003300,3.9326,0.6601,7,98.8307,2.596,28.9815
3360.0,1760003360,3.9206,0.704,7,98.8561,2.76,29.5159
3420.0,1760003420,3.9158,0.7111,7,98.9941,2.7847,28.9872
3480.0,1760003480,3.9228,0.7099,8,98.8014,2.7847,29.1191
3540.0,1760003540,3.9365,0.7361,8,98.9443,2.8976,29.3014
3600.0,1760003600,3.9189,0.819,8,98.7284,3.2095,29.4279
3660.0,1760003660,3.9156,0.778,8,98.8322,3.0463,29.4818
3720.0,1760003720,3.9258,0.8994,8,98.868,3.5307,29.4186
3780.0,1760003780,3.929,0.7918,8,98.8978,3.1112,29.4667
3840.0,1760003840,3.9402,0.7761,8,98.9036,3.0581,29.1204
3900.0,1760003900,3.927,0.7979,9,98.906,3.1335,29.4641
3960.0,1760003960,3.9291,0.8174,9,98.8103,3.2118,29.4865
4020.0,1760004020,3.9294,0.833,9,98.7969,3.2733,29.6301
4080.0,1760004080,3.9109,0.9215,9,98.8981,3.6039,29.0741
4140.0,1760004140,3.912,0.7816,9,98.8096,3.0576,29.1239
4200.0,1760004200,3.91,0.8728,9,98.7183,3.4125,29.5523
4260.0,1760004260,3.9072,0.8459,9,98.725,3.3052,28.8454
4320.0,1760004320,3.9282,0.7625,10,98.7374,2.9951,29.4167
4380.0,1760004380,3.9233,0.8848,10,98.846,3.4714,29.6376
4440.0,1760004440,3.9207,0.9147,10,98.8128,3.5862,29.3436
4500.0,1760004500,3.8938,0.8132,10,98.8517,3.1665,29.301
4560.0,1760004560,3.9395,0.8602,10,98.7573,3.3886,29.2191
4620.0,1760004620,3.9098,0.7786,10,98.7991,3.0443,29.2737
4680.0,1760004680,3.9391,0.806,10,98.8313,3.1749,29.3107
4740.0,1760004740,3.9033,0.9252,11,98.7514,3.6111,29.3773
4800.0,1760004800,3.9095,0.853,11,98.8074,3.3348,29.3179
4860.0,1760004860,3.8948,0.8242,11,98.7126,3.21,29.3974
4920.0,1760004920,3.9201,0.8942,11,98.7311,3.5053,29.4602
4980.0,1760004980,3.9051,0.8594,11,98.7241,3.356,29.873
5040.0,1760005040,3.9046,0.8645,11,98.6534,3.3757,29.4326
5100.0,1760005100,3.9019,0.9274,11,98.7825,3.6185,29.6397
5160.0,1760005160,3.9226,0.8344,12,98.7003,3.273,29.3903
5220.0,1760005220,3.9217,0.849,12,98.7331,3.3296,29.4086
5280.0,1760005280,3.9325,0.9036,12,98.7648,3.5533,29.2384
5340.0,1760005340,3.907,0.9457,12,98.7562,3.6947,29.3077
5400.0,1760005400,3.9157,0.9602,12,98.7677,3.7597,29.4012
5460.0,1760005460,3.8999,0.8658,12,98.7006,3.3766,29.6129
5520.0,1760005520,3.9089,0.9465,12,98.6686,3.6997,29.865
5580.0,1760005580,3.9067,0.8607,13,98.6899,3.3626,29.2328
5640.0,1760005640,3.9155,0.9913,13,98.5551,3.8814,29.5937
5700.0,1760005700,3.9206,0.8431,13,98.5681,3.3055,29.3205
5760.0,1760005760,3.92,0.9658,13,98.5717,3.7858,29.6481
5820.0,1760005820,3.9013,0.8658,13,98.5914,3.3778,29.8451
5880.0,1760005880,3.9198,0.9983,13,98.6967,3.9133,29.6554
5940.0,1760005940,3.9084,0.926,13,98.5858,3.6193,29.6863
6000.0,1760006000,3.9053,0.8442,14,98.6214,3.297,29.9302
6060.0,1760006060,3.9017,0.8672,14,98.749,3.3835,29.7579
6120.0,1760006120,3.9021,0.9304,14,98.6098,3.6305,29.5737
6180.0,1760006180,3.9251,0.9418,14,98.6906,3.6965,29.7753
6240.0,1760006240,3.9096,0.8831,14,98.5501,3.4527,29.5398
6300.0,1760006300,3.9081,0.8862,14,98.6015,3.4633,29.8006
6360.0,1760006360,3.9029,0.9189,14,98.535,3.5865,29.8544
6420.0,1760006420,3.9298,0.8844,14,98.5769,3.4754,29.4589
6480.0,1760006480,3.9183,0.8097,15,98.6643,3.1725,29.7163
6540.0,1760006540,3.8966,0.83,15,98.4518,3.2341,29.6826
6600.0,1760006600,3.9014,0.8785,15,98.6176,3.4272,29.8624
6660.0,1760006660,3.9014,0.9233,15,98.5947,3.6021,29.9641
6720.0,1760006720,3.9042,0.9389,15,98.5209,3.6656,29.9143
6780.0,1760006780,3.8949,0.8924,15,98.4455,3.4758,29.7295
6840.0,1760006840,3.9064,0.8629,15,98.5596,3.3707,29.9616
6900.0,1760006900,3.9158,0.8808,16,98.5041,3.449,29.6231
6960.0,1760006960,3.888,0.8046,16,98.5577,3.1284,29.4811
7020.0,1760007020,3.8893,0.8247,16,98.5333,3.2074,29.1306
7080.0,1760007080,3.8958,0.7853,16,98.6522,3.0593,29.7325
7140.0,1760007140,3.8951,0.758,16,98.4974,2.9523,29.5686
7200.0,1760007200,3.9186,0.8308,16,98.4271,3.2554,29.879
7260.0,1760007260,3.9086,0.8168,16,98.5157,3.1926,29.4023
7320.0,1760007320,3.9076,0.8352,17,98.5112,3.2634,29.6901
7380.0,1760007380,3.8954,0.8211,17,98.5947,3.1984,29.9105
7440.0,1760007440,3.8945,0.7987,17,98.545,3.1105,29.6007
7500.0,1760007500,3.8821,0.8069,17,98.499,3.1327,29.9033
7560.0,1760007560,3.9044,0.7693,17,98.5797,3.0037,29.6881
7620.0,1760007620,3.8999,0.7842,17,98.3596,3.0584,29.8129
7680.0,1760007680,3.9076,0.7192,17,98.3957,2.8102,29.8945
7740.0,1760007740,3.892,0.7657,18,98.3648,2.98,30.0113
7800.0,1760007800,3.8924,0.7721,18,98.3998,3.0053,29.8524
7860.0,1760007860,3.8946,0.6965,18,98.3129,2.7124,29.6185
7920.0,1760007920,3.9021,0.7236,18,98.4658,2.8236,29.7194
7980.0,1760007980,3.8777,0.6807,18,98.3892,2.6395,29.912
8040.0,1760008040,3.8987,0.6762,18,98.2813,2.6364,29.5846
8100.0,1760008100,3.8908,0.6368,18,98.3096,2.4776,29.7295
8160.0,1760008160,3.8805,0.7466,19,98.4079,2.8971,29.7836
8220.0,1760008220,3.8699,0.7267,19,98.4417,2.8122,29.832
8280.0,1760008280,3.8893,0.6902,19,98.5263,2.6843,29.6293
8340.0,1760008340,3.905,0.7516,19,98.5915,2.9351,29.5177
8400.0,1760008400,3.9058,0.6331,19,98.3833,2.4726,29.9051
8460.0,1760008460,3.8915,0.7835,19,98.2628,3.0489,30.1217
8520.0,1760008520,3.9066,0.6097,19,98.1632,2.3818,29.439
8580.0,1760008580,3.887,0.6228,20,98.347,2.4209,29.8893
8640.0,1760008640,3.8961,0.579,20,98.2523,2.2557,30.0047
8700.0,1760008700,3.8817,0.6061,20,98.2759,2.3528,29.9365
8760.0,1760008760,3.8804,0.6178,20,98.2519,2.3973,29.7508
8820.0,1760008820,3.8785,0.5587,20,98.2814,2.1667,29.6055
8880.0,1760008880,3.8646,0.6414,20,98.3696,2.4786,29.884
8940.0,1760008940,3.8973,0.5525,20,98.2887,2.1532,29.8537
9000.0,1760009000,3.8773,0.5419,21,98.2551,2.1012,29.8222
9060.0,1760009060,3.8749,0.4707,21,98.1767,1.8238,29.7173
9120.0,1760009120,3.8703,0.5246,21,98.1173,2.0304,29.5872
9180.0,1760009180,3.8801,0.4844,21,98.2041,1.8795,29.8634
9240.0,1760009240,3.8994,0.448,21,98.2305,1.7469,29.8511
9300.0,1760009300,3.903,0.4267,21,98.3679,1.6655,29.7872
9360.0,1760009360,3.8643,0.5862,21,98.2287,2.2651,29.9039
9420.0,1760009420,3.8772,0.4263,21,98.2886,1.6529,30.0968
9480.0,1760009480,3.8693,0.3534,22,98.1618,1.3674,29.5848
9540.0,1760009540,3.8888,0.378,22,98.0987,1.47,29.9927
9600.0,1760009600,3.8813,0.3969,22,98.1081,1.5404,29.6117
9660.0,1760009660,3.8717,0.4132,22,98.1191,1.5998,30.0003
9720.0,1760009720,3.8795,0.3999,22,98.3392,1.5515,30.0215
9780.0,1760009780,3.8723,0.3922,22,98.095,1.5189,29.7169
9840.0,1760009840,3.8934,0.3123,22,98.2196,1.2158,30.0506
9900.0,1760009900,3.8815,0.3476,23,98.0722,1.3491,29.8473
9960.0,1760009960,3.883,0.2727,23,98.2108,1.0588,29.5248
10020.0,1760010020,3.849,0.2713,23,98.159,1.0443,29.6311
10080.0,1760010080,3.8743,0.2422,23,98.1076,0.9382,29.9159
10140.0,1760010140,3.8954,0.2143,23,98.1088,0.8348,29.8583
10200.0,1760010200,3.8871,0.3125,23,98.0516,1.2148,29.5473
10260.0,1760010260,3.8553,0.2793,23,98.1317,1.0766,29.711
10320.0,1760010320,3.8698,0.2791,24,98.0516,1.0801,29.786
10380.0,1760010380,3.8602,0.2176,24,97.982,0.8401,29.6011
10440.0,1760010440,3.8888,0.2398,24,97.9699,0.9327,30.1984
10500.0,1760010500,3.8743,0.0982,24,98.078,0.3804,29.6667
10560.0,1760010560,3.8643,0.2146,24,98.1827,0.8294,29.7071
10620.0,1760010620,3.8713,0.1655,24,98.0613,0.6407,29.9247
10680.0,1760010680,3.8443,0.1731,24,98.0312,0.6655,29.6259
10740.0,1760010740,3.8592,0.1459,25,98.0558,0.5629,29.8849
10800.0,1760010800,3.8704,0.0625,25,98.1297,0.2421,29.2894
10860.0,1760010860,3.8776,0.022,25,98.0351,0.0854,29.506
10920.0,1760010920,3.8491,0.0463,25,97.977,0.1782,29.8322
10980.0,1760010980,3.8648,0.0951,25,98.0908,0.3676,29.9815
11040.0,1760011040,3.8781,0.0863,25,98.029,0.3348,29.5119
11100.0,1760011100,3.8535,-0.0316,25,98.11,-0.1219,29.4509
11160.0,1760011160,3.8693,-0.0274,26,97.9943,-0.1059,29.7449
11220.0,1760011220,3.8667,-0.0296,26,97.8743,-0.1143,29.5145
11280.0,1760011280,3.8827,-0.0264,26,97.8554,-0.1023,29.5887
11340.0,1760011340,3.864,-0.0917,26,98.0895,-0.3542,29.8758
11400.0,1760011400,3.8643,-0.1097,26,98.088,-0.4241,29.612
11460.0,1760011460,3.8733,-0.0948,26,97.9285,-0.3672,29.3216
11520.0,1760011520,3.8511,-0.0644,26,97.905,-0.2482,29.4359
11580.0,1760011580,3.8624,-0.1428,27,98.0454,-0.5516,29.7665
11640.0,1760011640,3.8587,-0.1046,27,97.8328,-0.4036,29.3669
11700.0,1760011700,3.8615,-0.0608,27,97.8428,-0.235,29.6508
11760.0,1760011760,3.8716,-0.1938,27,97.9588,-0.7504,29.5438
11820.0,1760011820,3.8679,-0.154,27,97.8688,-0.5955,30.1238
11880.0,1760011880,3.8546,-0.1073,27,97.8931,-0.4135,30.197
11940.0,1760011940,3.8631,-0.1942,27,97.8736,-0.7504,29.6274
12000.0,1760012000,3.8764,-0.2168,28,97.9068,-0.8404,29.9138
12060.0,1760012060,3.8533,-0.1447,28,97.9857,-0.5574,29.618
12120.0,1760012120,3.8621,-0.2328,28,97.8737,-0.8991,29.8241
12180.0,1760012180,3.8586,-0.1769,28,97.9113,-0.6825,30.2072
12240.0,1760012240,3.8585,-0.2252,28,97.6892,-0.8689,29.797
12300.0,1760012300,3.8433,-0.2783,28,97.8428,-1.0694,29.8808
12360.0,1760012360,3.873,-0.2515,28,97.7728,-0.9742,29.7333
12420.0,1760012420,3.8507,-0.2738,28,97.7364,-1.0544,30.1739
12480.0,1760012480,3.8685,-0.253,29,97.7573,-0.9788,29.2805
12540.0,1760012540,3.8519,-0.3456,29,97.7945,-1.3314,29.9237
12600.0,1760012600,3.852,-0.3302,29,97.8883,-1.2721,29.9957
12660.0,1760012660,3.8692,-0.3493,29,97.7028,-1.3517,29.8929
12720.0,1760012720,3.8672,-0.3249,29,97.8053,-1.2566,30.1832
12780.0,1760012780,3.8589,-0.4252,29,97.7581,-1.6407,30.3359
12840.0,1760012840,3.8641,-0.3367,29,97.7646,-1.3012,29.7471
12900.0,1760012900,3.8539,-0.3778,30,97.8652,-1.4561,30.4859
12960.0,1760012960,3.8562,-0.4804,30,97.8222,-1.8526,29.8693
13020.0,1760013020,3.8497,-0.3675,30,97.8803,-1.4148,30.326
13080.0,1760013080,3.8644,-0.3294,30,97.7553,-1.273,30.0724
13140.0,1760013140,3.848,-0.4041,30,97.7063,-1.555,30.006
13200.0,1760013200,3.8697,-0.3958,30,97.7385,-1.5317,30.0228
13260.0,1760013260,3.8516,-0.4757,30,97.7703,-1.8323,30.1664
13320.0,1760013320,3.8546,-0.5758,31,97.7596,-2.2194,30.2992
13380.0,1760013380,3.8612,-0.5974,31,97.6533,-2.3069,30.0953
13440.0,1760013440,3.8541,-0.5049,31,97.742,-1.9459,30.1628
13500.0,1760013500,3.8507,-0.5595,31,97.7477,-2.1545,30.1035
13560.0,1760013560,3.854,-0.5878,31,97.9257,-2.2653,30.0414
13620.0,1760013620,3.8628,-0.5571,31,97.8693,-2.1521,30.1007
13680.0,1760013680,3.8459,-0.535,31,97.6459,-2.0577,30.0206
13740.0,1760013740,3.8512,-0.6501,32,97.6861,-2.5037,30.2628
13800.0,1760013800,3.8519,-0.6114,32,97.5871,-2.355,30.4064
13860.0,1760013860,3.8606,-0.5248,32,97.6521,-2.026,30.2788
13920.0,1760013920,3.8511,-0.6652,32,97.7198,-2.5617,30.7658
13980.0,1760013980,3.8703,-0.5789,32,97.7862,-2.2406,29.8638
14040.0,1760014040,3.8497,-0.6575,32,97.6268,-2.531,30.4664
14100.0,1760014100,3.8487,-0.6166,32,97.6281,-2.373,30.345
14160.0,1760014160,3.8486,-0.5994,33,97.5041,-2.307,30.4969
14220.0,1760014220,3.8377,-0.6275,33,97.6584,-2.4082,30.5033
14280.0,1760014280,3.84,-0.6292,33,97.582,-2.4161,30.332
14340.0,1760014340,3.8451,-0.7421,33,97.6203,-2.8535,30.4936
14400.0,1760014400,3.8614,-0.6385,33,97.5882,-2.4657,30.231
14460.0,1760014460,3.8499,-0.7464,33,97.6466,-2.8734,30.5923
14520.0,1760014520,3.8445,-0.7001,33,97.5093,-2.6914,30.0603
14580.0,1760014580,3.8616,-0.7092,34,97.5284,-2.7387,30.6022
14640.0,1760014640,3.8661,-0.7068,34,97.8121,-2.7325,30.4437
14700.0,1760014700,3.8616,-0.7229,34,97.5348,-2.7915,30.3672
14760.0,1760014760,3.8405,-0.7904,34,97.5461,-3.0356,30.4754
14820.0,1760014820,3.8451,-0.824,34,97.7769,-3.1684,30.5202
14880.0,1760014880,3.8685,-0.7209,34,97.8585,-2.789,30.7323
14940.0,1760014940,3.851,-0.7631,34,97.5286,-2.9388,31.1564
15000.0,1760015000,3.8461,-0.7226,35,97.5892,-2.7791,30.7244
15060.0,1760015060,3.8562,-0.7897,35,97.6423,-3.0452,30.4241
15120.0,1760015120,3.8595,-0.8649,35,97.7497,-3.3381,30.7264
15180.0,1760015180,3.8425,-0.7533,35,97.5289,-2.8947,30.6488
15240.0,1760015240,3.8506,-0.8269,35,97.5847,-3.1841,30.3909
15300.0,1760015300,3.858,-0.7978,35,97.6631,-3.0779,30.3034
15360.0,1760015360,3.8369,-0.8536,35,97.6323,-3.275,30.5903
15420.0,1760015420,3.8483,-0.745,35,97.5641,-2.867,30.6805
15480.0,1760015480,3.837,-0.8769,36,97.5802,-3.3646,30.3048
15540.0,1760015540,3.8378,-0.8555,36,97.4777,-3.2833,30.4686
15600.0,1760015600,3.8424,-0.8386,36,97.5655,-3.2223,30.7164
15660.0,1760015660,3.8527,-0.9037,36,97.5601,-3.4818,30.6649
15720.0,1760015720,3.8449,-0.8375,36,97.5969,-3.22,30.8894
15780.0,1760015780,3.8412,-0.7781,36,97.5308,-2.9887,30.2788
15840.0,1760015840,3.8486,-0.8876,36,97.61,-3.4159,31.1216
15900.0,1760015900,3.8368,-0.8474,37,97.6503,-3.2515,30.3138
15960.0,1760015960,3.8522,-1.0086,37,97.5788,-3.8853,30.3469
16020.0,1760016020,3.8593,-0.8767,37,97.5916,-3.3835,30.6377
16080.0,1760016080,3.847,-0.8939,37,97.5649,-3.4387,30.4386
16140.0,1760016140,3.8458,-0.9223,37,97.5579,-3.547,30.6827
16200.0,1760016200,3.8512,-0.8302,37,97.4974,-3.1974,30.6042
16260.0,1760016260,3.8276,-0.9033,37,97.5777,-3.4575,30.6403
16320.0,1760016320,3.8531,-0.8983,38,97.542,-3.4613,30.509
16380.0,1760016380,3.8797,-0.9105,38,97.7146,-3.5323,30.7758
16440.0,1760016440,3.8472,-0.9894,38,97.6704,-3.8064,30.6909
16500.0,1760016500,3.8468,-0.9518,38,97.5728,-3.6614,30.9469
16560.0,1760016560,3.855,-0.8486,38,97.4783,-3.2713,30.6094
16620.0,1760016620,3.8639,-1.0033,38,97.4479,-3.8767,30.5781
16680.0,1760016680,3.8582,-0.9371,38,97.6297,-3.6153,30.3823
16740.0,1760016740,3.8266,-0.9194,39,97.553,-3.5181,30.673
16800.0,1760016800,3.8539,-0.8126,39,97.5679,-3.1319,30.3698
16860.0,1760016860,3.8731,-0.8616,39,97.3875,-3.337,30.3944
16920.0,1760016920,3.8548,-0.9278,39,97.5989,-3.5763,30.8244
16980.0,1760016980,3.8369,-0.8343,39,97.5587,-3.2013,30.2901
17040.0,1760017040,3.8507,-0.936,39,97.4312,-3.6043,31.0109
17100.0,1760017100,3.8354,-0.8477,39,97.48,-3.2512,30.6911
17160.0,1760017160,3.8609,-0.965,40,97.5366,-3.7257,30.7456
17220.0,1760017220,3.839,-0.842,40,97.5174,-3.2326,30.4504
17280.0,1760017280,3.8493,-0.9144,40,97.4876,-3.5198,30.8694
17340.0,1760017340,3.8402,-0.9437,40,97.5004,-3.6238,30.7405
17400.0,1760017400,3.8433,-0.901,40,97.4863,-3.4628,30.5709
17460.0,1760017460,3.8639,-0.8739,40,97.5164,-3.3767,30.7275
17520.0,1760017520,3.8507,-0.9099,40,97.6198,-3.5038,30.3809
17580.0,1760017580,3.8426,-0.8546,41,97.2945,-3.284,30.3471
17640.0,1760017640,3.8378,-0.9084,41,97.4787,-3.4862,30.4941
17700.0,1760017700,3.8309,-0.8449,41,97.5096,-3.2365,30.7381
17760.0,1760017760,3.8372,-0.8502,41,97.517,-3.2623,30.6727
17820.0,1760017820,3.8508,-0.8715,41,97.4614,-3.3559,30.901
17880.0,1760017880,3.859,-0.8864,41,97.3484,-3.4208,30.5199
17940.0,1760017940,3.8446,-0.8525,41,97.5131,-3.2774,30.7924
18000.0,1760018000,3.8666,-0.828,42,97.6228,-3.2015,30.6357
18060.0,1760018060,3.8426,-0.7476,42,97.3598,-2.8727,30.4062
18120.0,1760018120,3.8486,-0.7987,42,97.5494,-3.0737,30.7133
18180.0,1760018180,3.8398,-0.7916,42,97.4519,-3.0394,30.6178
18240.0,1760018240,3.8608,-0.6804,42,97.4711,-2.6269,30.4167
18300.0,1760018300,3.8717,-0.8033,42,97.3896,-3.1101,30.6496
18360.0,1760018360,3.8336,-0.7989,42,97.4449,-3.0625,30.6122
18420.0,1760018420,3.8486,-0.7817,42,97.5734,-3.0083,30.5939
18480.0,1760018480,3.8646,-0.8609,43,97.5138,-3.327,30.6057
18540.0,1760018540,3.8381,-0.826,43,97.6036,-3.1701,30.3995
18600.0,1760018600,3.8583,-0.8222,43,97.5569,-3.1721,30.6725
18660.0,1760018660,3.8647,-0.7574,43,97.4956,-2.927,30.4453
18720.0,1760018720,3.854,-0.7911,43,97.5978,-3.0489,30.4288
18780.0,1760018780,3.8585,-0.7679,43,97.4911,-2.963,30.5662
18840.0,1760018840,3.871,-0.7127,43,97.5199,-2.7587,30.7169
18900.0,1760018900,3.8726,-0.7159,44,97.4276,-2.7724,30.6097
18960.0,1760018960,3.8529,-0.7589,44,97.4543,-2.924,30.5006
19020.0,1760019020,3.8481,-0.7759,44,97.3908,-2.9858,30.5059
19080.0,1760019080,3.8452,-0.677,44,97.5234,-2.6032,30.668
19140.0,1760019140,3.8635,-0.6862,44,97.3476,-2.6513,30.0685
19200.0,1760019200,3.8411,-0.7962,44,97.502,-3.0583,30.795
19260.0,1760019260,3.8521,-0.7223,44,97.4217,-2.7825,30.2012
19320.0,1760019320,3.8565,-0.6889,45,97.5281,-2.6569,30.2657
19380.0,1760019380,3.8505,-0.6486,45,97.492,-2.4976,30.4132
19440.0,1760019440,3.8591,-0.6323,45,97.575,-2.4399,30.9364
19500.0,1760019500,3.8818,-0.6535,45,97.4852,-2.5369,30.8543
19560.0,1760019560,3.8543,-0.6283,45,97.2984,-2.4215,30.6392
19620.0,1760019620,3.852,-0.6439,45,97.4161,-2.4804,30.5811
19680.0,1760019680,3.8664,-0.6703,45,97.325,-2.5914,30.1576
19740.0,1760019740,3.8592,-0.6389,46,97.3746,-2.4655,30.5355
19800.0,1760019800,3.8723,-0.6139,46,97.5342,-2.3773,30.3735
19860.0,1760019860,3.8595,-0.6055,46,97.4615,-2.337,30.3123
19920.0,1760019920,3.8551,-0.6868,46,97.3517,-2.6476,30.5707
19980.0,1760019980,3.8399,-0.6009,46,97.3236,-2.3076,30.3758
20040.0,1760020040,3.8423,-0.5667,46,97.4044,-2.1773,30.6154
20100.0,1760020100,3.84,-0.5718,46,97.3015,-2.1956,30.0573
20160.0,1760020160,3.8627,-0.5581,47,97.3421,-2.1559,30.4474
20220.0,1760020220,3.846,-0.5093,47,97.4176,-1.9588,30.2164
20280.0,1760020280,3.8728,-0.5755,47,97.482,-2.2286,30.3619
20340.0,1760020340,3.8607,-0.5905,47,97.4351,-2.2799,30.5155
20400.0,1760020400,3.8571,-0.514,47,97.1999,-1.9827,30.1685
20460.0,1760020460,3.8525,-0.4458,47,97.4043,-1.7173,30.3688
20520.0,1760020520,3.8674,-0.3868,47,97.3824,-1.496,30.2449
20580.0,1760020580,3.8536,-0.4192,48,97.4063,-1.6153,30.1796
20640.0,1760020640,3.8526,-0.5186,48,97.4991,-1.9981,30.2956
20700.0,1760020700,3.8732,-0.4437,48,97.2013,-1.7185,30.2972
20760.0,1760020760,3.8658,-0.4059,48,97.3155,-1.5693,30.1427
20820.0,1760020820,3.8608,-0.3965,48,97.4065,-1.5307,30.2884
20880.0,1760020880,3.869,-0.3649,48,97.2291,-1.4117,30.2043
20940.0,1760020940,3.8643,-0.424,48,97.47,-1.6386,30.1832
21000.0,1760021000,3.8679,-0.3612,49,97.3776,-1.3971,30.5713
21060.0,1760021060,3.8565,-0.3296,49,97.4121,-1.2711,30.3092
21120.0,1760021120,3.8852,-0.2954,49,97.2948,-1.1476,30.1202
21180.0,1760021180,3.8596,-0.3629,49,97.4016,-1.4007,30.278
21240.0,1760021240,3.8814,-0.3258,49,97.418,-1.2644,30.0116
21300.0,1760021300,3.864,-0.4295,49,97.3471,-1.6595,30.2105
21360.0,1760021360,3.8744,-0.3111,49,97.3431,-1.2052,30.137
21420.0,1760021420,3.874,-0.2918,49,97.3418,-1.1306,29.934
21480.0,1760021480,3.8781,-0.3022,50,97.2469,-1.1718,30.2668
21540.0,1760021540,3.8589,-0.2284,50,97.2999,-0.8813,30.0269
21600.0,1760021600,3.8785,-0.2249,50,97.2951,-0.8721,30.0518
21660.0,1760021660,3.8868,-0.3204,50,97.3336,-1.2452,30.0831
21720.0,1760021720,3.8664,-0.1819,50,97.3784,-0.7034,30.6755
21780.0,1760021780,3.8689,-0.2244,50,97.2092,-0.868,29.9826
21840.0,1760021840,3.8641,-0.1389,50,97.2793,-0.5365,29.6304
21900.0,1760021900,3.8669,-0.2124,51,97.4031,-0.8212,29.7804
21960.0,1760021960,3.887,-0.1319,51,97.2203,-0.5126,30.1852
22020.0,1760022020,3.8602,-0.1326,51,97.2092,-0.5119,30.2985
22080.0,1760022080,3.8616,-0.0883,51,97.2863,-0.3411,29.8566
22140.0,1760022140,3.8878,-0.0822,51,97.3328,-0.3198,30.2411
